ID,DestAct,NbTransf,TimePT,WalkingTimePT,WaitingTimePT,CostPT,CostCar,TimeCar,NbHousehold,NbChild,NbCar,NbMoto,NbBicy,NbBicyChild,NbComp,NbTV,Internet,NewsPaperSubs,NbCellPhones,NbSmartPhone,HouseType,OwnHouse,NbRoomsHouse,YearsInHouse,Income,Gender,BirthYear,Mothertongue,FamilSitu,OccupStat,SocioProfCat,CalculatedIncome,Education,HalfFareST,LineRelST,GenAbST,AreaRelST,OtherST,CarAvail,MarginalCostPT,CostCarCHF,Envir01,Envir02,Envir03,Envir04,Envir05,Envir06,Mobil01,Mobil02,Mobil03,Mobil04,Mobil05,Mobil06,Mobil07,Mobil08,Mobil09,Mobil10,Mobil11,Mobil12,Mobil13,Mobil14,Mobil15,Mobil16,Mobil17,Mobil18,Mobil19,Mobil20,Mobil21,Mobil22,Mobil23,Mobil24,Mobil25,Mobil26,Mobil27,ResidCh01,ResidCh02,ResidCh03,ResidCh04,ResidCh05,ResidCh06,ResidCh07,LifSty01,LifSty02,LifSty03,LifSty04,LifSty05,LifSty06,LifSty07,LifSty08,LifSty09,LifSty10,LifSty11,LifSty12,LifSty13,LifSty14,TripPurpose,TypeCommune,UrbRur,LangCode,ClassifCodeLine,frequency,ResidChild,NbTrajects,FreqCarPar,FreqTrainPar,FreqOtherPar,FreqTripHouseh,Region,distance_km,Choice,InVehicleTime,ModeToSchool,ReportedDuration,CoderegionCAR,age,Weight,normalized_weight,livesInUrbanArea,owningHouse,ScaledIncome,age_65_more,age_30_less,age_category,household_size,income_category,moreThanOneCar,moreThanOneBike,individualHouse,male,single,haveChildren,haveGA,highEducation,artisans,employees,occupation_status,childCenter,childSuburb,TimePT_scaled,TimePT_hour,TimeCar_scaled,TimeCar_hour,MarginalCostPT_scaled,CostCarCHF_scaled,distance_km_scaled,PurpHWH,PurpOther,number_of_trips,urbanization
28000340.0,9.0,1.0,115.0,33.0,7.0,31.8,8.12,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,2.0,2.0,2.0,-1.0,31.8,11.64,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,3.0,1.0,2.0,1.0,1.0,4.0,-2.0,3.0,-2.0,-2.0,-2.0,-2.0,3.0,85.9,0.0,75.0,-2.0,79.0,3.0,-1.0,0.000340556,0.8039219700703863,1.0,0.0,-0.001,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.5750000000000001,1.9166666666666667,0.5,1.6666666666666667,3.18,1.1640000000000001,17.180000000000003,0.0,1.0,3.0,1.0
28000341.0,9.0,0.0,64.0,23.0,0.0,11.0,4.09,46.0,3.0,-1.0,1.0,-1.0,5.0,-1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,7.0,12.0,6.0,1.0,1955.0,2.0,3.0,1.0,1.0,15000.0,7.0,1.0,2.0,2.0,2.0,2.0,1.0,5.5,5.86,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,1.0,4.0,2.0,4.0,4.0,2.0,4.0,5.0,3.0,3.0,2.0,5.0,5.0,2.0,2.0,4.0,2.0,5.0,5.0,4.0,1.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,1.0,5.0,1.0,5.0,3.0,4.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,5.0,3.0,3.0,2.0,2.0,4.0,3.0,41.9,0.0,41.0,3.0,392.0,3.0,55.0,0.000160139,0.3780266985902513,1.0,1.0,15.0,0.0,0.0,2.0,3.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.32,1.0666666666666667,0.23,0.7666666666666666,0.55,0.5860000000000001,8.38,0.0,1.0,3.0,1.0
28000344.0,1.0,0.0,46.0,40.0,0.0,2.2,0.46,6.0,5.0,1.0,1.0,0.0,6.0,0.0,4.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,6.0,17.0,4.0,1.0,1958.0,2.0,3.0,2.0,2.0,7000.0,7.0,1.0,2.0,2.0,2.0,2.0,2.0,2.2,0.66,4.0,4.0,3.0,2.0,5.0,5.0,4.0,3.0,2.0,5.0,3.0,3.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,4.0,6.0,6.0,2.0,4.0,4.0,2.0,4.0,3.0,2.0,4.0,3.0,2.0,1.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,5.0,2.0,3.0,2.0,2.0,3.0,3.0,3.2,2.0,6.0,4.0,15.0,3.0,52.0,0.000160139,0.3780266985902513,1.0,1.0,7.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.23,0.7666666666666666,0.03,0.1,0.22000000000000003,0.066,0.6400000000000001,1.0,0.0,2.0,1.0
28000344.0,1.0,0.0,51.0,36.0,0.0,4.4,0.46,6.0,5.0,1.0,1.0,0.0,6.0,0.0,4.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,6.0,17.0,4.0,1.0,1958.0,2.0,3.0,2.0,2.0,7000.0,7.0,1.0,2.0,2.0,2.0,2.0,2.0,2.2,0.66,4.0,4.0,3.0,2.0,5.0,5.0,4.0,3.0,2.0,5.0,3.0,3.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,4.0,6.0,6.0,2.0,4.0,4.0,2.0,4.0,3.0,2.0,4.0,3.0,2.0,1.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,5.0,2.0,3.0,2.0,2.0,3.0,3.0,3.2,2.0,15.0,4.0,15.0,3.0,52.0,0.000160139,0.3780266985902513,1.0,1.0,7.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.255,0.85,0.03,0.1,0.22000000000000003,0.066,0.6400000000000001,1.0,0.0,2.0,1.0
28000352.0,11.0,2.0,64.0,22.0,1.0,14.8,4.1,52.0,2.0,-1.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,-1.0,-1.0,1.0,5.0,50.0,4.0,1.0,1933.0,2.0,2.0,9.0,3.0,7000.0,7.0,2.0,2.0,2.0,2.0,2.0,1.0,14.8,5.88,4.0,6.0,4.0,3.0,4.0,4.0,5.0,6.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,-1.0,3.0,2.0,2.0,3.0,-1.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,6.0,4.0,6.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,1.0,2.0,1.0,1.0,4.0,5.0,1.0,1.0,2.0,-1.0,4.0,3.0,42.0,1.0,41.0,-1.0,45.0,3.0,77.0,0.000125765,0.29688288142303215,1.0,1.0,7.0,1.0,0.0,3.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.32,1.0666666666666667,0.26,0.8666666666666667,1.4800000000000002,0.588,8.4,0.0,1.0,1.0,1.0
28000352.0,10.0,3.0,229.0,11.0,40.0,69.2,20.97,170.0,2.0,-1.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,-1.0,-1.0,1.0,5.0,50.0,4.0,1.0,1933.0,2.0,2.0,9.0,3.0,7000.0,7.0,2.0,2.0,2.0,2.0,2.0,1.0,69.2,30.05,4.0,6.0,4.0,3.0,4.0,4.0,5.0,6.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,-1.0,3.0,2.0,2.0,3.0,-1.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,6.0,4.0,6.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,1.0,2.0,1.0,1.0,4.0,5.0,1.0,1.0,2.0,-1.0,4.0,3.0,231.0,1.0,178.0,-1.0,180.0,3.0,77.0,0.000125765,0.29688288142303215,1.0,1.0,7.0,1.0,0.0,3.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.145,3.8166666666666664,0.85,2.8333333333333335,6.920000000000001,3.0050000000000003,46.2,0.0,1.0,1.0,1.0
28000363.0,6.0,0.0,20.0,17.0,0.0,0.0,0.36,5.0,5.0,1.0,2.0,1.0,5.0,1.0,5.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,5.0,20.0,6.0,1.0,1962.0,2.0,3.0,1.0,1.0,15000.0,7.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.52,5.0,5.0,5.0,3.0,4.0,4.0,5.0,3.0,5.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,5.0,5.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,5.0,1.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,1.0,1.0,4.0,4.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,4.0,3.0,1.9,1.0,3.0,4.0,3.0,3.0,48.0,0.000160139,0.3780266985902513,1.0,1.0,15.0,0.0,0.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.1,0.3333333333333333,0.025,0.08333333333333333,0.0,0.052000000000000005,0.38,0.0,1.0,1.0,1.0
28000366.0,1.0,0.0,36.0,26.0,0.0,0.0,0.52,6.0,3.0,0.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,4.0,3.0,4.0,1.0,1968.0,2.0,2.0,1.0,6.0,7000.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.75,2.0,4.0,2.0,2.0,5.0,5.0,4.0,2.0,4.0,5.0,2.0,2.0,4.0,2.0,4.0,6.0,4.0,1.0,2.0,2.0,4.0,4.0,6.0,3.0,2.0,1.0,2.0,2.0,5.0,1.0,4.0,3.0,3.0,2.0,5.0,5.0,3.0,1.0,4.0,4.0,2.0,2.0,6.0,4.0,4.0,2.0,2.0,5.0,3.0,4.0,2.0,4.0,4.0,5.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,3.0,3.0,-1.0,4.0,3.0,2.5,2.0,10.0,4.0,10.0,3.0,42.0,0.000409116,0.9657658085816023,1.0,1.0,7.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.18,0.6,0.03,0.1,0.0,0.07500000000000001,0.5,0.0,1.0,2.0,1.0
28000366.0,1.0,0.0,34.0,26.0,0.0,3.0,0.52,6.0,3.0,0.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,4.0,3.0,4.0,1.0,1968.0,2.0,2.0,1.0,6.0,7000.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.75,2.0,4.0,2.0,2.0,5.0,5.0,4.0,2.0,4.0,5.0,2.0,2.0,4.0,2.0,4.0,6.0,4.0,1.0,2.0,2.0,4.0,4.0,6.0,3.0,2.0,1.0,2.0,2.0,5.0,1.0,4.0,3.0,3.0,2.0,5.0,5.0,3.0,1.0,4.0,4.0,2.0,2.0,6.0,4.0,4.0,2.0,2.0,5.0,3.0,4.0,2.0,4.0,4.0,5.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,3.0,3.0,-1.0,4.0,3.0,2.5,2.0,8.0,4.0,15.0,3.0,42.0,0.000409116,0.9657658085816023,1.0,1.0,7.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.17,0.5666666666666667,0.03,0.1,0.30000000000000004,0.07500000000000001,0.5,1.0,0.0,2.0,1.0
28000367.0,1.0,0.0,26.0,20.0,0.0,2.2,0.93,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,2.0,2.0,2.0,-1.0,2.2,1.33,1.0,4.0,5.0,2.0,5.0,5.0,4.0,3.0,5.0,6.0,4.0,6.0,6.0,6.0,4.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,3.0,3.0,6.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,5.0,4.0,2.0,2.0,4.0,4.0,3.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,-1.0,-1.0,2.0,1.0,3.0,7.6,2.0,6.0,3.0,10.0,3.0,-1.0,0.000160139,0.3780266985902513,1.0,0.0,-0.001,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.13,0.43333333333333335,0.065,0.21666666666666667,0.22000000000000003,0.133,1.52,0.0,1.0,2.0,1.0
28000392.0,4.0,0.0,35.0,26.0,0.0,2.2,0.46,6.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,4.0,40.0,3.0,2.0,1930.0,2.0,1.0,9.0,8.0,5000.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.2,0.66,1.0,2.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,1.0,2.0,1.0,1.0,4.0,5.0,2.0,-1.0,2.0,3.0,2.0,3.0,2.7,0.0,9.0,-1.0,22.0,3.0,80.0,0.000682226,1.6104736664549717,1.0,1.0,5.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.17500000000000002,0.5833333333333334,0.03,0.1,0.22000000000000003,0.066,0.54,0.0,1.0,2.0,1.0
28000414.0,11.0,2.0,81.0,18.0,14.0,11.2,2.56,36.0,5.0,3.0,1.0,0.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,6.0,4.0,5.0,1.0,1970.0,2.0,3.0,1.0,4.0,9000.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,11.2,3.67,5.0,3.0,4.0,1.0,5.0,5.0,5.0,3.0,5.0,6.0,1.0,4.0,4.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,1.0,3.0,5.0,2.0,5.0,1.0,5.0,5.0,1.0,4.0,5.0,3.0,3.0,1.0,3.0,1.0,3.0,5.0,1.0,4.0,3.0,5.0,4.0,1.0,1.0,5.0,3.0,5.0,4.0,5.0,5.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,22.0,0.0,49.0,4.0,90.0,3.0,40.0,0.000109132,0.2576187541482793,1.0,1.0,9.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.405,1.35,0.18,0.6,1.1199999999999999,0.367,4.4,0.0,1.0,2.0,1.0
28000449.0,3.0,3.0,124.0,24.0,10.0,48.0,17.77,154.0,4.0,0.0,2.0,0.0,4.0,0.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,6.0,5.0,4.0,1.0,1958.0,2.0,3.0,2.0,3.0,7000.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,24.0,25.46,3.0,3.0,2.0,2.0,5.0,5.0,4.0,2.0,4.0,5.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,5.0,3.0,5.0,3.0,4.0,6.0,1.0,1.0,4.0,4.0,3.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,1.0,4.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,1.0,3.0,2.0,3.0,3.0,3.0,191.0,0.0,90.0,3.0,70.0,3.0,52.0,0.000409116,0.9657658085816023,1.0,1.0,7.0,0.0,0.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.62,2.0666666666666664,0.77,2.5666666666666664,2.4000000000000004,2.5460000000000003,38.2,1.0,0.0,1.0,1.0
28000450.0,8.0,0.0,23.0,16.0,0.0,2.2,0.19,2.0,4.0,0.0,2.0,0.0,4.0,0.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,6.0,5.0,4.0,2.0,1964.0,2.0,3.0,2.0,6.0,7000.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.2,0.27,2.0,1.0,3.0,2.0,5.0,5.0,3.0,3.0,2.0,5.0,2.0,5.0,4.0,4.0,1.0,6.0,4.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,3.0,4.0,5.0,4.0,1.0,4.0,2.0,6.0,1.0,2.0,5.0,3.0,1.0,4.0,5.0,2.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,5.0,3.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,3.0,3.0,1.1,1.0,7.0,4.0,5.0,3.0,46.0,0.000367986,0.8686736691713585,1.0,1.0,7.0,0.0,0.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.115,0.3833333333333333,0.01,0.03333333333333333,0.22000000000000003,0.027000000000000003,0.22000000000000003,0.0,1.0,1.0,1.0
28000460.0,1.0,6.0,219.0,57.0,17.0,61.6,16.93,177.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,6.0,2.0,1973.0,2.0,2.0,2.0,3.0,15000.0,7.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,24.26,4.0,5.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,1.0,5.0,6.0,5.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,5.0,5.0,4.0,1.0,5.0,2.0,1.0,1.0,2.0,4.0,5.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,5.0,2.0,4.0,5.0,4.0,2.0,1.0,2.0,1.0,1.0,4.0,5.0,3.0,4.0,1.0,1.0,3.0,3.0,180.5,0.0,145.0,3.0,203.0,3.0,37.0,0.000340556,0.8039219700703863,1.0,0.0,15.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.095,3.65,0.885,2.95,0.0,2.426,36.1,0.0,1.0,3.0,1.0
28000532.0,7.0,4.0,135.0,19.0,27.0,37.0,11.28,108.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,4.5,29.0,4.0,2.0,1980.0,2.0,2.0,1.0,3.0,7000.0,7.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,16.16,1.0,5.0,3.0,2.0,5.0,5.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,1.0,3.0,6.0,2.0,1.0,5.0,2.0,3.0,4.0,2.0,2.0,4.0,5.0,5.0,1.0,5.0,5.0,2.0,4.0,4.0,3.0,5.0,1.0,5.0,3.0,3.0,3.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,5.0,2.0,3.0,3.0,3.0,5.0,4.0,3.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,122.0,0.0,89.0,5.0,-1.0,3.0,30.0,0.000340556,0.8039219700703863,1.0,0.0,7.0,0.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.675,2.25,0.54,1.8,0.0,1.616,24.400000000000002,0.0,1.0,1.0,1.0
28000646.0,1.0,3.0,88.0,29.0,6.0,20.6,5.18,65.0,4.0,2.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,5.5,10.0,5.0,1.0,1963.0,2.0,3.0,1.0,3.0,9000.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,10.3,7.42,2.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,5.0,5.0,1.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,2.0,3.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,-1.0,4.0,3.0,57.0,1.0,53.0,4.0,50.0,3.0,47.0,0.000409116,0.9657658085816023,1.0,1.0,9.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.44,1.4666666666666666,0.325,1.0833333333333333,1.03,0.742,11.4,1.0,0.0,1.0,1.0
28000700.0,6.0,1.0,50.0,26.0,0.0,0.0,0.46,6.0,5.0,3.0,1.0,0.0,6.0,3.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,6.5,3.0,5.0,2.0,1968.0,2.0,2.0,4.0,2.0,9000.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,2.2,0.66,2.0,3.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,5.0,3.0,5.0,2.0,1.0,4.0,2.0,2.0,4.0,5.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,1.0,5.0,2.0,4.0,2.0,4.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,2.9,1.0,24.0,5.0,25.0,3.0,42.0,9.82e-05,0.23181249915112914,1.0,1.0,9.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.25,0.8333333333333334,0.03,0.1,0.22000000000000003,0.066,0.58,0.0,1.0,2.0,1.0
28000700.0,3.0,0.0,18.0,18.0,0.0,0.0,0.34,4.0,5.0,3.0,1.0,0.0,6.0,3.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,6.5,3.0,5.0,2.0,1968.0,2.0,2.0,4.0,2.0,9000.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,2.2,0.49,2.0,3.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,5.0,3.0,5.0,2.0,1.0,4.0,2.0,2.0,4.0,5.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,1.0,5.0,2.0,4.0,2.0,4.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,1.9,2.0,0.0,5.0,10.0,3.0,42.0,9.82e-05,0.23181249915112914,1.0,1.0,9.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.09,0.3,0.02,0.06666666666666667,0.22000000000000003,0.049,0.38,1.0,0.0,2.0,1.0
28000701.0,8.0,0.0,69.0,57.0,0.0,6.0,1.14,14.0,5.0,3.0,1.0,0.0,6.0,3.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,6.5,3.0,5.0,1.0,1965.0,2.0,3.0,2.0,4.0,9000.0,7.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.63,4.0,4.0,2.0,6.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,4.0,5.0,2.0,5.0,1.0,2.0,2.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,6.0,3.0,3.0,2.0,2.0,2.0,5.0,4.0,2.0,-1.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,7.0,1.0,12.0,7.0,13.0,3.0,45.0,0.000160139,0.3780266985902513,1.0,1.0,9.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.34500000000000003,1.15,0.07,0.23333333333333334,0.30000000000000004,0.163,1.4000000000000001,0.0,1.0,3.0,1.0
